區域,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
安南區,城南里,10月30日,五,13:30,台南市安南區城西街二段80巷,23.066548,120.1104595,1,1,1,8,20
安南區,溪心里,10月30日,五,13:30,台南市安南區海中街,23.0471911,120.178849,1,1,1,8,20
安平區,國平里,10月30日,五,13:30,台南市安平區育平五街,22.9903602,120.1698227,1,0,1,13,34
東區,東聖里,10月31日,六,08:15,台南市東區中華東路二段,22.9840875,120.2318393,1,0,1,7,23
東區,後甲里,10月31日,六,08:15,台南市東區裕農路,22.9889157,120.2372289,1,0,1,3,8
東區,崇德里,10月31日,六,08:15,台南市東區崇善路,22.9769632,120.2277813,1,0,1,5,13
東區,裕農里,10月31日,六,08:15,台南市東區裕農路,22.987628,120.230136,1,0,1,8,19
東區,德光里A,10月31日,六,08:15,台南市東區崇明路,22.9800281,120.2174981,1,0,1,5,13
東區,德光里B,10月31日,六,08:15,台南市東區崇德路,22.9794514,120.2199836,1,0,1,4,11
麻豆區,大埕里,10月31日,六,08:15,台南市麻豆區文昌路,23.18592,120.2529393,1,1,1,11,0
南區,明亮里、府南里,10月31日,六,08:15,台南市南區金華路ㄧ段484巷,22.9720374,120.192463,2,1,1,10,22
南區,新昌里,10月31日,六,08:15,台南市南區大德街141巷,22.9852671,120.1958074,4,3,1,15,34
永康區,復華里,10月31日,六,08:15,台南市永康區復華七街,23.0153,120.2475254,1,0,1,4,12
永康區,復國里,10月31日,六,08:15,台南市永康區復華三街,23.0098391,120.247319,1,0,1,5,14
永康區,龍潭里,10月31日,六,08:15,台南市永康區永平街232巷,23.023545,120.264482,1,0,1,9,24
永康區,五王里,10月31日,六,08:15,台南市永康區中華二路206巷,23.010502,120.235361,1,0,1,15,36
新化區,觀音里,10月31日,六,13:30,新化區新化區中正路,23.0425292,120.3053191,2,1,1,17,15
善化區,光文里,10月31日,六,13:30,台南市善化區光華路53巷,23.1341442,120.3019867,2,1,1,11,16
東區,大智里A,10月31日,六,13:30,台南市東區崇善十六街151巷,22.9626914,120.2320361,1,1,0,7,17
東區,大智里B,10月31日,六,13:30,台南市東區崇善十五街33巷,22.9639141,120.232715,2,1,1,16,37
東區,崇誨里,10月31日,六,13:30,台南市東區林森路二段192巷,22.989778,120.224691,2,1,1,16,37
東區,裕聖里A,10月31日,六,13:30,台南市東區裕敬路,22.9798424,120.2460242,1,1,0,3,8
東區,裕聖里B,10月31日,六,13:30,台南市東區裕文路,22.9823168,120.2434979,1,1,0,5,12
南區,新昌里,10月31日,六,13:30,台南市南區大德街141巷,22.9852671,120.1958074,4,3,1,21,46
永康區,勝利里,10月31日,六,13:30,台南市永康區勝學路,23.007015,120.230535,1,1,0,3,10
永康區,大橋里,10月31日,六,13:30,台南市永康區大橋二街,23.020169,120.2294614,1,1,0,7,18
永康區,西灣里,10月31日,六,13:30,台南市永康區國光七街,23.009237,120.26172,1,1,0,4,12
永康區,西灣里、崑山里,10月31日,六,13:30,台南市永康區國光六街,23.0078313,120.258897,1,1,0,9,22
新化區,護國里,10月31日,六,13:30,台南市新化區中山路,23.0363287,120.3099642,1,1,1,17,15
中西區,公正里,11月01日,日,08:15,台南市中西區民族路二段,22.9945694,120.2100386,1,1,0,10,24
中西區,西賢里,11月01日,日,08:15,台南市中西區湖美街,23.0021244,120.1799522,1,1,0,12,32
中西區,郡王里,11月01日,日,08:15,台南市中西區南門路,22.9887233,120.2047219,1,1,0,5,14
安南區,海佃里,11月01日,日,08:15,台南市安南區國安街56巷,23.0237561,120.1883808,2,2,2,38,86
安平區,石門里,11月01日,日,08:15,台南市安平區安北路,23.0003936,120.1669747,1,1,0,4,8
安平區,育平里,11月01日,日,08:15,台南市安平區府平路,22.9870446,120.1678183,1,0,1,6,12
北區,大仁里,11月01日,日,08:15,台南市北區和緯路一段,23.009843,120.2136111,1,1,1,7,18
北區,大和里,11月01日,日,08:15,台南市北區文賢路833巷,23.0167303,120.1915443,1,1,1,3,8
北區,成德里,11月01日,日,08:15,台南市北區育德二路421巷,23.016918,120.2017034,0,0,0,3,4
玉井區,玉井里、玉田里,11月01日,日,08:15,台南市玉井區民族路,23.1237326,120.4690918,2,1,1,15,30
東山區,東山里、聖賢里,11月01日,日,08:15,台南市東山區東山里,23.3261242,120.4045105,1,1,0,3,0
歸仁區,許厝里,11月01日,日,08:15,台南市歸仁區許厝里公園路,22.9647705,120.298914,1,1,1,9,16
歸仁區,西埔里,11月01日,日,08:15,台南市歸仁區西埔里西埔二街,23.0033905,120.2850679,1,1,1,5,8
關廟區,香洋里,11月01日,日,08:15,台南市關廟區中山路一段,22.9587731,120.3319754,1,1,1,9,16
佳里區,安西里,11月01日,日,08:15,台南市佳里區安西里佳西街,23.1644696,120.1676764,1,1,1,11,13
佳里區,安西里,11月01日,日,08:15,台南市區安西里育善街,23.165418,120.1690693,1,0,1,9,13
佳里區,建南里,11月01日,日,08:15,台南市佳里區建南里佳南路,23.1481709,120.1760976,1,0,1,7,8
仁德區,成功里,11月01日,日,08:15,台南市仁德區成功二街,22.9586831,120.2287141,1,1,1,9,
中西區,西湖里,11月01日,日,13:30,台南市中西區湖美三街與湖美二街106巷,23.0018418,120.1826766,1,1,0,11,26
中西區,大涼里,11月01日,日,13:30,台南市中西區府前一街,22.9948946,120.1879131,1,1,0,16,38
安南區,鳳凰里,11月01日,日,13:30,台南市安南區安中路一段698巷,23.0421542,,,,,,
安平區,建平里,11月01日,日,13:30,台南市安平區建平十七街,22.9974905,120.1808203,1,0,1,5,10
安平區,建平里,11月01日,日,13:30,安平區建平十一街,22.9951179,120.1817183,1,1,0,7,14
北區,小康里,11月01日,日,13:30,台南市北區公園路1092巷,23.0190932,120.2172122,1,1,1,7,18
北區,文元里,11月01日,日,13:30,台南市北區北成路481巷,23.0202863,120.2103017,1,1,1,3,8
北區,長德里,11月01日,日,13:30,台南市北區公園南路152巷,23.0019351,120.2065547,1,1,1,3,8
玉井區,玉井里、玉田里,11月01日,日,13:30,台南市玉井區中正路,23.1218937,120.4593368,2,1,1,12,24
歸仁區,新厝里,11月01日,日,13:30,台南市歸仁區新厝里公園路,22.9635726,120.2953696,1,1,1,13,22
歸仁區,崙頂里,11月01日,日,13:30,台南市歸仁區崙頂街,22.9597677,120.2964739,1,1,1,2,2
東區,德光里,11月02日,一,08:15,台南市東區崇德三街,22.9787685,120.2215761,1,1,0,10,24
東區,大學里,11月02日,一,08:15,台南市東區大學路1號,22.9966097,120.2168136,1,1,0,9,22
東區,東智里,11月02日,一,08:15,台南市東區崇德三十街,22.9608846,120.2283427,1,1,0,3,10
東區,裕聖里,11月02日,一,08:15,台南市東區裕忠路,22.9817659,120.2418951,1,1,0,9,22
中西區,五妃里,11月02日,一,08:15,台南市中西區南門路,22.9830731,120.2040197,3,2,1,27,66
南區,松安里,11月02日,一,08:15,台南市南區灣裡路282巷,22.9253752,120.1809061,1,1,1,6,2
南區,府南里,11月02日,一,08:15,台南市南區大成路二段29巷,22.9742819,120.1969189,3,2,1,12,2
永康區,六合里A,11月02日,一,08:15,台南市永康區六合路,23.0108714,120.2310341,1,1,1,11,26
永康區,六合里B,11月02日,一,08:15,台南市永康區中華二路358巷,23.0090957,120.2301482,1,1,1,9,22
永康區,六合里C,11月02日,一,08:15,台南市永康區新興街,23.011633,120.2297177,1,1,1,5,11
永康區,復國里,11月02日,一,08:15,台南市永康區復國一路68巷,23.00342,120.2459826,1,1,1,7,15
安南區,溪墘里,11月02日,一,08:15,台南市安南區郡安路五段184巷,23.0281507,120.1938314,1,1,1,10,24
安平區,國平里,11月02日,一,13:30,台南市安平區華平路21巷,22.9855017,120.1732412,2,1,0,8,18
東區,忠孝里,11月02日,一,13:30,台南市東區崇明路266巷,22.977939,120.2189884,2,1,1,14,34
東區,大德里,11月02日,一,13:30,台南市東區立德十路,22.977777,120.21398,1,1,0,12,30
東區,小東里A,11月02日,一,13:30,台南市東區小東路,22.9992701,120.2291395,1,1,0,9,22
東區,小東里B,11月02日,一,13:30,台南市東區東安路251巷,22.9974353,120.2258707,1,1,0,5,12
中西區,安海里,11月02日,一,13:30,台南市中西區民生路二段,22.9965705,120.192163,1,1,1,9,22
北區,東興里,11月02日,一,13:30,台南市北區小東路,23.000651,120.2239299,1,1,1,6,16
北區,和順里,11月02日,一,13:30,台南市北區公園南路,23.0038331,120.201242,1,1,1,3,12
南區,新興里,11月02日,一,13:30,台南市南區新興路,22.9792544,120.1963898,2,1,1,9,2
南區,永寧里、興農里,11月02日,一,13:30,台南市南區灣裡路263巷,22.9268944,120.1833702,2,1,1,9,2
永康區,尚頂里,11月02日,一,13:30,台南市永康區南台街54巷,23.0234651,120.221794,1,1,1,8,19
永康區,鹽行里,11月02日,一,13:30,台南市永康區永安路105巷,23.0434329,120.2453897,1,1,1,8,19
永康區,網寮里,11月02日,一,13:30,台南市永康區永吉路,23.0180632,120.2583451,1,1,1,3,6
永康區,新樹里,11月02日,一,13:30,台南市永康區富強路二段,23.0231115,120.2748838,1,1,1,10,24
安南區,鳳凰里,11月02日,一,13:30,台南市安南區安中路一段516巷,23.0339011,120.2110579,1,1,1,10,24
安平區,平通里,11月02日,一,13:30,台南市安平區育平九街192巷,22.99519,120.170913,1,0,1,6,12
安平區,文平里,11月02日,一,13:30,台南市安平區永華二街,22.9872234,120.1842686,1,1,0,3,6
東區,自強里,11月03日,二,08:15,台南市東區中華東路二段,22.9837679,120.2315597,1,1,0,13,28
東區,大福里,11月03日,二,08:15,台南市東區立德五路,22.9759495,120.215407,1,1,0,7,18
東區,東門里,11月03日,二,08:15,台南市東區東門路一段,22.9877687,120.2151117,1,1,0,8,20
北區,興北里A,11月03日,二,08:15,台南市北區市公園北路,23.0048443,120.2097653,1,1,1,7,18
北區,興北里B,11月03日,二,08:15,台南市北區公園北路,23.0036811,120.2121579,1,1,1,7,18
南區,白雪里,11月03日,二,08:15,台南市南區金華路ㄧ段,22.9655919,120.1896814,1,1,1,9,20
南區,彰南里,11月03日,二,08:15,台南市南區新建路,22.9669917,120.1852755,1,1,1,8,18
永康區,二王里,11月03日,二,08:15,台南市永康區南工街,23.0126655,120.2393029,1,1,1,10,24
永康區,甲頂里,11月03日,二,08:15,台南市永康區中正南路168巷,23.0218671,120.218217,1,1,1,6,14
安南區,梅花里,11月03日,二,08:15,台南市安南區安中路一段639巷,23.0413178,120.1974947,2,1,1,17,38
安南區,溪心里,11月03日,二,08:15,台南市安南區本原街二段510巷,23.0544915,120.1792408,1,1,1,14,32
安平區,西門里,11月03日,二,08:15,台南市安平區國勝路35巷,23.0011432,120.1596581,1,1,0,4,8
安平區,怡平里,11月03日,二,08:15,台南市安平區永華六街,22.9919181,120.176719,1,0,1,5,10
東區,崇文里,11月03日,二,13:30,台南市東區崇德十七街,22.9689636,120.2292676,1,1,0,16,38
東區,忠孝里,11月03日,二,13:30,台南市東區崇明路,22.9760232,120.2211731,1,1,0,6,16
東區,和平里,11月03日,二,13:30,台南市東區自由路二段,22.972359,120.2375081,1,1,0,6,16
北區,延平里,11月03日,二,13:30,台南市北區長榮路五段,23.0130567,120.2132041,1,1,1,17,40
北區,成德里,11月03日,二,13:30,台南市北區文成二路212巷,23.0150793,120.2046741,1,1,1,6,16
南區,喜東里,11月03日,二,13:30,台南市南區明興路393巷,22.9490213,120.1846372,1,1,1,7,16
南區,大林里A,11月03日,二,13:30,台南市南區大林路111巷,22.9743294,120.2115884,1,1,1,4,10
南區,大林里B,11月03日,二,13:30,台南市南區大林路111巷,22.9743294,120.2115884,1,1,1,7,16
永康區,王行里,11月03日,二,13:30,台南市永康區王行路1060巷,23.0511858,120.2758089,1,1,1,6,14
永康區,復興里,11月03日,二,13:30,台南市永康區復興路246巷,22.9992196,120.2432014,1,1,1,8,20
安南區,海東里,11月03日,二,13:30,台南市安南區同安路167巷,23.0419175,120.1902841,1,1,1,11,24
安南區,安和里A,11月03日,二,13:30,台南市安南區安和路一段52巷,23.0279137,120.21656,1,1,1,12,26
安南區,安和里B,11月03日,二,13:30,台南市安南區安和路一段52巷,3.1704668,6.2565432,1,1,0,5,12
安平區,石門里A,11月03日,二,13:30,台南市安平區平生路,23.0279137,120.21656,1,0,1,6,16
安平區,石門里B,11月03日,二,13:30,台南市安平區安平路,23.000717,120.1644018,1,1,0,4,10
安平區,華平里,11月03日,二,13:30,台南市安平區慶平路,22.9970409,120.1725757,1,1,0,3,8
東區,自強里,11月04日,三,08:15,台南市東區中華東路二段,22.9819224,120.2303871,1,0,1,11,26
東區,新東里,11月04日,三,08:15,台南市東區東門路二段,22.9822504,120.2279319,1,0,1,3,10
東區,崇德里,11月04日,三,08:15,台南市東區崇德路,22.9757398,120.2251575,1,0,1,4,12
東區,崇成里A,11月04日,三,08:15,台南市東區崇明路,22.9698259,120.2254664,2,1,1,15,38
東區,崇成里B,11月04日,三,08:15,台南市東區崇明路,22.967697,120.225825,1,1,0,9,22
中西區,公正里,11月04日,三,08:15,台南市中西區區衛民街,22.9928357,120.2092117,3,2,1,15,40
北區,振興里,11月04日,三,08:15,台南市北區林森路三段,23.0066086,120.2241747,1,1,1,5,14
南區,明亮里,11月04日,三,08:15,台南市南區金華路ㄧ段484巷,22.9690591,120.195004,2,2,1,12,30
南區,明興里,11月04日,三,08:15,台南市南區金華路ㄧ段200巷與永仁街30巷,22.9816175,120.1914653,2,2,1,9,20
南區,南華里,11月04日,三,08:15,台南市南區中華南路二段400巷,22.9621337,120.1855877,5,5,1,16,38
永康區,三合里,11月04日,三,08:15,台南市永康區南工街,23.0126655,120.2393029,1,1,1,12,28
安南區,頂安里,11月04日,三,08:15,台南市安南區怡安路一段385巷,23.0410961,120.2066854,1,1,1,5,12
安南區,幸福里,11月04日,三,08:15,台南市安南區府安路六段103巷,23.0198352,120.1872156,1,1,1,4,10
玉井區,玉井里、玉田里,11月04日,三,13:30,台南市玉井區民權路,23.1796525,120.4854506,2,2,2,13,26
東區,小東里,11月04日,三,13:30,台南市東區東平路,22.9956752,120.2291568,1,1,0,8,20
東區,成大里A,11月04日,三,13:30,台南市東區民族路一段,22.994514,120.2136161,1,1,0,8,20
東區,成大里B,11月04日,三,13:30,台南市東區育樂街,22.9956707,120.2149096,1,1,0,4,12
東區,崇學里,11月04日,三,13:30,台南市東區崇明路,22.9760232,120.2211731,1,1,0,10,24
東區,裕農里,11月04日,三,13:30,台南市東區裕豐街,22.9864102,120.2271763,1,1,0,6,16
東區,東門里,11月04日,三,13:30,台南市東區北門路一段,22.9904848,120.2116253,1,1,0,4,12
東區,德高里、仁和里,11月04日,三,13:30,台南市東區自由路一段,22.968469,120.2366167,1,1,0,5,14
北區,成德里,11月04日,三,13:30,台南市北區育德路與立賢路一段,23.0117624,120.2063153,2,1,1,15,38
南區,光明里,11月04日,三,13:30,台南市南區新建路13巷,22.9736005,120.1857682,3,3,1,9,20
南區,郡南里A,11月04日,三,13:30,台南市南區德興路,22.9652114,120.1923945,3,3,1,16,38
南區,郡南里B,11月04日,三,13:30,台南市南區德興路,22.964659,120.1924279,3,3,1,15,36
永康區,二王里,11月04日,三,13:30,台南市永康區南工街226巷,23.0135804,120.2389054,1,1,1,5,12
安平區,石門里、港仔里,11月04日,三,13:30,台南市安平區安平路,22.9988754,120.1545029,1,0,1,5,10
玉井區,玉井里、玉田里,11月04日,三,13:30,台南市玉井區民權路,23.1796525,120.4854506,2,2,2,13,26
東區,自強里,11月05日,四,08:15,台南市東區中華東路二段295巷,22.981999,120.232064,3,2,1,19,46
東區,東智里、仁德成功里,11月05日,四,08:15,台南市仁德區崇德路,22.9802783,120.2182532,1,0,1,5,14
北區,成德里,11月05日,四,08:15,台南市北區文成一路,23.0136616,120.2078494,2,1,1,12,32
南區,竹溪里,11月05日,四,08:15,台南市南區健康路ㄧ段113巷,22.978203,120.2096402,3,2,1,21,46
南區,府南里A,11月05日,四,08:15,台南市南區永成路三段550巷,22.9627239,120.1954887,1,1,1,4,12
南區,荔宅里、府南里,11月05日,四,08:15,台南市南區西門路ㄧ段,22.9747694,120.1976158,1,1,1,3,10
永康區,五王里A,11月05日,四,08:15,台南市永康區五福街,23.0130397,120.2331411,2,1,1,15,38
永康區,五王里B,11月05日,四,08:15,台南市永康區中山東路68巷,23.012941,120.235971,1,1,1,7,18
安南區,大安里A,11月05日,四,08:15,台南市安南區義安街176號,23.0338931,120.195815,1,1,1,10,22
安南區,大安里B,11月05日,四,08:15,台南市安南區義安街,23.0338931,120.195815,1,1,1,9,22
安平區,西門里A,11月05日,四,08:15,台南市安平區安北路196巷,23.0025548,120.1582125,1,0,1,3,4
安平區,西門里B,11月05日,四,08:15,台南市安平區安北路370巷,23.000805,120.1532554,1,1,0,6,14
歸仁區,許厝里,11月05日,四,08:15,台南市歸仁區大仁街,22.9686821,120.2992015,1,1,1,7,14
歸仁區,許厝里,11月05日,四,08:15,台南市歸仁區仁愛六街,22.9668637,120.2998651,1,1,1,4,8
東區,文聖里,11月05日,四,13:30,台南市東區裕信路,22.983811,120.24439,1,0,1,8,20
東區,復興里,11月05日,四,13:30,台南市東區富農街一段,22.9828857,120.234938,1,0,1,8,20
東區,德高里、仁和里,11月05日,四,13:30,台南市東區仁和路139巷,22.9698211,120.235365,1,0,1,7,18
中西區,公正里,11月05日,四,13:30,台南市中西區衛民街,22.9928357,120.2092117,3,2,1,18,42
